남이섬,1,5,2019년6월18일,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다
오죽헌,13,4,2015년8월6일,申师任堂的故居。以前的房屋很好的保存了下来，民俗博物馆可一同观览。还有民俗传统农乐演出，演出时间可以在售票处问一下。,"Shen Shi Rentang의 이전 거주지. 이전 주택은 잘 보존되어 있으며 민속 박물관을 함께 볼 수 있습니다. 민속 전통 농악 공연도 있으며, 공연 시간은 티켓 사무실에서 요청할 수 있습니다."
오죽헌,13,5,2016년11월22일,韩国的博物馆都不大，不过馆藏很精致,한국의 박물관은 크지 않지만 컬렉션은 매우 섬세합니다.
오죽헌,13,4,2016년1월27일,乌竹轩都是历史性的建筑，这里的建筑是一些古老的遗址，很多石头组建的结构，花园内部也很宽阔，竹子都是很笔直的那种。,"Wuzhuxuan은 역사적인 건물로, 오래된 유적지이며, 많은 돌로 만든 구조물이며, 정원 내부도 매우 넓고 대나무는 매우 똑바로 있습니다."
오죽헌,14,5,2016년11월22일,好干净清爽的景区！拍照很美。,깨끗하고 상쾌한 경치 좋은 곳! 사진은 아름답습니다.
오죽헌,14,4,2016년1월27일,江陵市乌竹轩市立博物馆都是很仿古的那种宅子，每个宅子都是一个独立的建筑，里面陈设都是古老的文物，数量蛮多的。,"Jiangling City Wuzhuxuan City Museum은 매우 골동품이며, 각 집은 독립적 인 건물이며, 가구는 고대 문화 유물이며 그 수는 상당히 많습니다."
오죽헌,14,4,2016년11월19일,没必要特意去参观吧～一般都是有展会的时候才会去 这里经常有各种各样的展览活动，很不错,방문 할 필요가 없습니다. ～ 일반적으로 전시회가있을 때만 갈 것입니다. 여기에는 종종 다양한 전시 활동이 있습니다.
오죽헌,14,4,2016년6월17일,是韩国伟人的故居，随着导游介绍我们也多少了解了下这位伟人的历史。这里很有纪念意义，附近景色也都可以,"한국의 위대한 사람들의 옛 거주지이며, 투어 가이드가 소개함에 따라 위대한 사람의 역사에 대해 많은 것을 배웠습니다. 그것은 매우 기념적이며 인근 풍경도 가능합니다."
오죽헌,14,4,2016년11월22일,这是一个比较宁静的景点吧，我们过来转了一圈，游客其实也是蛮多的呢，环境很好，我很喜欢这里的景色。,"이것은 조용한 매력입니다, 우리는 서클을 돌아 보았습니다, 관광객은 실제로 꽤 많이 있습니다, 환경은 아주 좋은, 나는 여기 풍경을 좋아합니다."
오죽헌,15,4,2014년3월4일,韩国的圣地，是韩国历史上著名的儒学大家栗谷李珥先生出生的地方，乌竹轩因屋边遍布深色的竹子而得名,한국의 성지는 한국 역사상 유명한 유교가 Ligu Li 씨가 태어난 곳으로 Wuzhuxuan은 집의 어두운 대나무로 유명합니다.
오죽헌,15,4,2015년9월17일,景色还算是可以的吧，确实蛮好的，这边的游客也是蛮多的，环境和空气质量很好的，玩的额也算是凯西喽,"풍경은 괜찮습니다. 정말 좋습니다. 여기에 꽤 많은 관광객이 있습니다. 환경과 공기의 질이 매우 좋으며, 연극의 양은 Casey입니다."
오죽헌,15,4,2016년10월24일,空气好，里面给人感觉很舒服，公园很大，鲜花盛开的季节非常美，景致比较秀美，赏花踏青乐趣多。,"공기가 좋고, 내부가 매우 편안하고, 공원이 매우 크고, 꽃이 피는 계절이 매우 아름답고, 풍경이 더 아름답고, 꽃을 즐기는 것이 더 재미 있습니다."
오죽헌,15,4,2018년2월8일,乌竹轩让我印象最深的倒不是黑色的竹子，是公园门口供游客免费使用的BB车和轮椅，超级贴心。,Wuzhuxuan은 검은 대나무가 아니라 공원 입구에서 무료로 이용할 수있는 BB 자동차와 휠체어입니다.
오죽헌,15,4,2016년12월21일,也是当第非常不凑的博物馆了，过来刘溜达了一圈，也是非常不错的，我们玩的还是比较开心点呢。,"그것은 또한 매우 작은 박물관이었고, 리우에 와서 원을 그리며 아주 좋았습니다. 우리는 여전히 아주 행복합니다."
오죽헌,16,4,2016년6월18일,建筑很古旧，很有历史博物馆的派头，里面展示了许许多多的特色展品，还能了解到当地的发展历史,건물은 매우 오래되었고 역사 박물관이 있으며 많은 특별 전시품이 전시되어 있으며 지역 개발 역사를 배울 수 있습니다.
오죽헌,16,4,2016년12월21일,过来看看还是非常不凑的，我们到这里万达也是很开心，景色其实也是非常遳，我很喜欢这里的。,"이리와, 그것은 아직도 매우 부적절하다, 우리는 또한 완다에 매우 행복하다, 풍경은 실제로 매우 당혹 스럽다, 나는 그것을 매우 좋아한다."
오죽헌,16,4,2016년11월19일,还行吧，风景不错，因为是假期，人有点多，都没座位了 虽然很累，但会更理解并让行程有意义。,"좋아, 풍경은 좋다, 휴일이기 때문에, 많은 사람들이있다, 좌석이 없다, 매우 피곤하지만, 여행을 이해하고 의미있게 만들 것입니다."
오죽헌,16,4,2016년9월7일,太值得参观了，里面很多展厅，但因为地方大，所以不会很挤，带了我家宝贝去的 蛮有教育意义。,방문할만한 가치가 있습니다. 많은 전시실이 있지만 장소가 크기 때문에 혼잡하지 않습니다. 아기를 데리고 다니는 것은 매우 교육적입니다.
오죽헌,16,4,2014년3월11일,木质的建筑很有特色，而且还有很多紫薇树，很是漂亮的感觉，粉喜欢的感觉O(&cap;_&cap;)O哈！,"목조 건축은 매우 독특하며, 매우 아름다운 느낌, 가루처럼 많은 Ziwei 나무가 있습니다. O (∩ _ ∩) O 하!"
오죽헌,17,4,2016년5월10일,游客特别多，整个院子比较大气，不过园林方面没有日本的和中国的好看的，推荐看看的地方。,"많은 관광객이 있으며, 전체 마당은 더 분위기가 좋지만 정원에는 일본과 중국이 없으며 볼 수있는 곳이 좋습니다."
오죽헌,17,4,2016년12월29일,照相机禁止用闪关灯拍摄，个别馆藏禁止拍照，仔细参观一天！关于一些文物和旧东西，很赞,"카메라는 플래시 램프로 촬영하는 것이 금지되어 있으며, 개별 컬렉션은 사진을 찍는 것을 금지하고 하루 동안 신중하게 방문 할 수 있습니다! 일부 문화 유물과 오래된 것들에 관해서는 아주 좋습니다."
오죽헌,17,4,2016년9월7일,当天天气和暖，很多当地人也出来晒太阳。是一个名人的故居，风景优美，地理位置极佳。,날씨는 따뜻하고 많은 지역 주민들이 태양을 쬐기 위해 나왔습니다. 그것은 아름다운 풍경과 훌륭한 위치의 유명인의 옛 거주지입니다.
오죽헌,17,4,2013년12월17일,看似很不起眼的地方，但在韩国是个圣地，乌竹轩的主人相当于韩国的孔子，儒学代表。,매우 눈에 띄지 않는 장소 인 것처럼 보이지만 한국에서는 성지이며 Wuzhuxuan의 주인은 유교 대표 인 한국의 공자와 같습니다.
오죽헌,17,4,2016년10월14일,乌竹轩漂亮，好美啊！景色秀丽，适合结伴同行，玩累了坐那可以欣赏下花，蛮漂亮的,"Wuzhuxuan은 아름답고 아름답습니다! 아름다운 풍경, 동반자에게 적합, 피곤한 놀이, 당신은 꽃을 즐길 수 있습니다, 꽤 아름답습니다"
오죽헌,18,4,2016년10월26일,容易把人带回过去的一个地方，但是如果说是一个博物馆，那会有点无趣的，呵呵。,사람들을 과거의 장소로 데려 가기가 쉽지만 박물관이라면 조금 지루할 것입니다.
오죽헌,18,4,2016년10월14일,国家主要的宝贝基本都在这里了，馆藏丰富，游览路线设计合理 越看就越震撼,"주요 국가의 아기들은 기본적으로 여기에 있으며, 컬렉션은 풍부하고 투어 경로의 디자인은 합리적입니다."
오죽헌,18,4,2017년7월3일,很有历史感，有很多古代民俗相关的东西展示，还有建筑展示，不错的地方,"매우 역사적인, 고대 민속 관습과 관련된 많은 것들이 전시되고, 건축 전시, 좋은 장소"
오죽헌,18,4,2016년12월26일,5000韩币上面的图案，不过去了感觉还是韩币上看起来好看点。,5000 원의 패턴은 여전히 원화에서 좋아 보인다고 느낍니다.
오죽헌,18,4,2016년12월26일,展馆里没什么东西，毕竟比较小，历史也不算很悠久。,파빌리온에는 아무것도 없으며 결국 상대적으로 작으며 역사는 그리 길지 않습니다.
오죽헌,19,4,2014년3월2일,一棵很怪异的树，引来无数游客竞相触碰它。,매우 이상한 나무는 수많은 관광객들이 그것을 만지기 위해 경쟁하게합니다.
오죽헌,19,3,2015년4월26일,乌竹轩因屋边遍布深色的竹子而得名，这里是申师任堂（书法，绘画艺术家）（1504~1551）生活过的地方以及他的儿子栗谷李珥（朝鲜时代的学者和政治家）出生的地方。该轩建于朝鲜（1392~1910）第11代王中宗（1506~1544在位）时期，属于韩国住宅中历史最悠久的木质房屋。值得一提的是，韩币五千元上戴帽子的老人，和韩币五万元盘着发髻的夫人就是他们二位了！,"Wuzhuxuan은 집안의 어두운 대나무로 유명합니다. Shen Shi Rentang (서예, 회화 예술가) (1504-1551)이 살았던 곳과 그의 아들 Ligu Li (조선 학자와 정치인)가 태어난 곳입니다. 이 법원은 북한 (1392-1910) 11 대 왕중종 (1506-1544) 시대에 지어졌으며 한국 주택에서 가장 오래된 목조 주택에 속합니다. 모자를 쓴 5,000 원의 노인과 50,000 원의 머리를 가진 아내가 두 사람이라는 것을 언급 할 가치가 있습니다!"
오죽헌,19,3,2015년4월23일,学校附近，步行10来分钟。门票3000韩元。去前，对韩国文化充满好奇的哈萨克斯坦好友从学校借来了韩服。韩服看着鲜艳，但不透气，穿上不舒服还很热。乌竹轩因为屋边遍布深色的竹子而得名。,"학교 근처, 10 분 동안 걸어보세요. 티켓은 3000 원입니다. 가기 전에 한국 문화에 호기심이 많은 카자흐스탄 친구들이 학교에서 한복을 빌 렸습니다. 한복은 밝게 보였지만 통기성이 없었고 불편하고 뜨거웠습니다. 우주수안은 집의 어두운 대나무로 이름을 딴 것입니다."
오죽헌,19,3,2017년1월3일,要问乌竹轩是什么地方的话，大家看韩币5000元以及50000元纸币就会有一定的了解。5000元纸币上的人物是韩国著名的儒学家思想家叫&ldquo;栗谷李珥&rdquo;，乌竹轩也就正是这位伟大儒学思想家的出生地。乌竹轩因为深色的乌竹而出名，但是去到乌竹轩看的话，更有名的却是紫薇树。这里的紫薇树&ldquo;怕痒&rdquo;，轻轻触摸它的话，树枝就会颤动噢~5万元纸币上的人物也就是栗珥的母亲。,"Wuzhuxuan이 어디에 있는지 묻는다면 5,000 위안과 50,000 위안 지폐를 볼 때 이해할 수 있습니다. 5,000 위안 지폐의 인물은 ""Ligu Li Yi""라고 불리는 유명한 한국 유교 사상가이며, Wuzhuxuan은 위대한 유교 사상가의 출생지입니다. Wuzhuxuan은 어두운 Wuzhu로 유명하지만 Wuzhuxuan에 가면 더 유명한 것은 Ziwei Tree입니다. 여기에있는 Ziwei 나무는 ""가려움을 두려워한다""고, 그것을 가볍게 만지면, 가지는 떨릴 것이다 ~ 5 만 위안 지폐의 인물은 Li Yu의 어머니이다."
오죽헌,19,3,2013년8월2일,也许你会说韩屋在韩国每个地方都能看见，这里被誉为&ldquo;松香江陵 송향강릉&quot;。 我没有华丽的语言来形容这里的景色，她远离都市的喧嚣，被松树环绕的一座座韩屋，可能是韩剧拍摄地、可能是博物馆、可能是餐厅、可能是住宅。这里有韩币后面风景图所在地-乌竹轩，5千韩币肖像人物的故居，（*小提示 5万韩币肖像人物是5千元韩币肖像人物的娘）有《黄真伊》《宫》《公主的男人》的拍摄地-船桥桩。,"아마 한국의 모든 곳에서 한옥을 볼 수 있다고 말할 수 있습니다. ""송향 강릉""이라고 불립니다. 나는 여기의 풍경을 묘사하는 화려한 언어가 없다. 그녀는 도시의 번잡함에서 멀리 떨어져 있고, 소나무로 둘러싸인 한옥은 한국 드라마의 장소 일 수있다. 박물관, 식당, 주택 일 수 있습니다. 여기에는 5 천 원 초상화의 옛 저택 인 Wuzhuxuan의 풍경지도가 있습니다 (* 팁 50,000 원 초상화는 5 천 원 초상화의 어머니입니다) ""Huang Zhenyi"", ""궁"", ""공주의 남자"" 보트와 다리의 이 있습니다."
오죽헌,20,3,2014년12월9일,乌竹轩市立博物馆是由乌竹轩和市立博物馆合并而成的。 乌竹轩完整地重现了朝鲜时代(1392-1910)人们的生活面貌，是重要的建筑资料，也是韩国现存古屋中年代最久远的建筑。在市立博物馆里则展出了许多岭东地区的民俗材料及遗物。,Wuzhuxuan City Museum은 Wuzhuxuan과 City Museum이 합병했습니다. Wuzhuxuan은 북한 시대 (1392-1910) 사람들의 삶을 완전히 재현했으며 중요한 건축 자료이자 한국의 기존 고대 집에서 가장 오래된 건물입니다. 시립 박물관에는 Lingdong 지역의 많은 민속 재료와 유물이 전시되어 있습니다.
오죽헌,20,3,2017년1월24일,江陵市乌竹轩市立博物馆是韩国现存古屋中年代最久远的建筑。博物馆里分为乡土民俗馆、历史文化馆和露天展示场，挺幽静的地方，值得去看看。,"Jiangling City Wuzhuxuan City Museum은 한국의 기존 고대 집에서 가장 오래된 건물입니다. 박물관은 현지 민속 관, 역사 문화관 및 야외 전시장으로 나뉘어져 있으며 조용한 곳으로 볼 가치가 있습니다."
오죽헌,20,3,2015년9월17일,一般般吧，这里出名大多数是因为附近深色的竹子，从保存方面讲，这里还是保存的相对比较完整的！,"일반적으로 근처의 어두운 대나무로 유명합니다. 보존 측면에서 볼 때, 그것은 여전히 비교적 완전합니다!"
오죽헌,20,3,2015년11월18일,韩国有历史纪念意义的名人故居，有点象古代能人隐居所！,한국의 역사적인 기념관은 고대 격리와 비슷합니다!
오죽헌,21,3,2016년10월24일,博物馆不错，排了很久的队进去，门票比较便宜，值得一去 博物馆大，但是真的有意思多了。,"박물관은 좋고, 오랫동안 대기하고있는 팀은 입장 할 수 있으며, 티켓은 싸고, 방문할만한 가치가 있습니다. 박물관은 크지 만 정말 흥미 롭습니다."
오죽헌,21,3,2016년12월7일,一般吧，如果不是特别想了解韩国历史文化，不推荐,일반적으로 한국의 역사와 문화를 이해하고 싶지 않다면 권장하지 않습니다.
오죽헌,21,3,2015년9월19일,景色不错哦，这里是和朋友一起去的，看到了好多独特的建筑，非常好。,"풍경은 좋다, 나는 친구들과 함께 갔다. 나는 많은 독특한 건물을 보았다. 아주 좋아."
오죽헌,21,3,2017년3월16일,很素雅的东方古建筑，很有文化底蕴的感觉。,"매우 우아한 동양 고대 건물, 매우 문화적 감각."
오죽헌,21,평가없음,2022년2월17일,地道的韩国导游为你带来地道的韩国出游小贴士第一站首先来到的是江原道江陵~靠近大海风景宜人，还有特色海鲜，小吃，吃到尽兴快跟着镜头去看看吧😆🎋乌竹轩以黑色竹子著称的乌竹轩，在建筑史上具有重大的历史意义，被指定为宝物第165号也是朝鲜时代政治家李珥先生出生的地方他和他的母亲申师任堂是韩国五千元纸币和五万元纸币上的人物每年都会在这里举行纪念李珥先生的祭祀活动📍地址：江原道江陵市栗谷路3139号路24(竹轩洞)🦀️红长脚蟹自助江陵特色红脚蟹！还有红脚蟹拉面！鲜甜的蟹肉好像可以品尝出大海的味道一定要来尝尝噢😋 #韩国旅行 #韩国最美旅拍 #打开韩国的方式,"정통 한국 여행 가이드가 정통 한국 여행 팁을 가져옵니다. 첫 번째 정류장은 Jiangyuan Road Jiangling ~ 바다 근처의 쾌적한 풍경뿐만 아니라 특별한 해산물, 스낵, 렌즈를 따라 먹는 것입니다. 😆🎋 Wuzhuxuan은 검은 대나무로 유명한 Wuzhuxuan입니다. 건축사에서 중요한 역사적 의미를 지니고 있으며, 보물 165 호로 지정되어 있으며, 북한 시대의 정치인 이씨가 태어난 곳이기도합니다. 그는 어머니 신사 렌탕 (Shin Shi Rentang)과 한국의 5,000 위안 지폐와 50,000 위안 지폐의 인물입니다. 매년 여기에서 리 씨를 기념하기 위해 개최됩니다. 제사 활동 📍 주소 : Jiangyuan Road Jiangling City Ligu Road 3139 Road 24 (Zhuxuandong) 🦀️ 빨간 발 게 자조 Jiangling 특성 빨간 발 게! 빨간 발 게라면도 있습니다! 달콤한 게 고기는 바다의 맛을 맛볼 수있는 것 같습니다. 꼭 맛보십시오. 😋 # 韩国 旅行 # 韩国 最美 旅 拍 # 韩国 开 方式"
오죽헌,22,평가없음,2019년6월24일,打卡韩国历史见证地乌竹轩乌竹轩是申师任堂和他儿子生活过的地方他们都在韩币上出现整个乌竹轩里面都种满了乌竹除了这些里面还有纪念馆，祠堂等在乌竹轩的门口还有李英爱和宋承宪的手印他们曾在这里拍摄电视剧师任堂讲述了申师任堂的历史故事乌竹轩内的建筑整体都还保留着以前的样子内部也是很大，全部游览完大概1-2小时TIPS门票：成人3000韩币；儿童1000韩币江原道江陵市栗谷路3139号路24(죽헌동)可从首尔乘坐巴士到江陵客运站然后乘坐巴士200，203，204，205等到乌竹轩下车,"한국 역사의 목격자 인 Wuzhuxuan Wuzhuxuan은 Shen Shi Rentang과 그의 아들이 살았던 곳입니다. 그들은 모두 한국 통화에 있습니다. Wuzhuxuan 전체에는 Wuzhu가 가득합니다.이 외에도 기념관이 있으며 Wuzhuxuan의 문에는 Li Yingai와 Song Chengxian의 손자국이 있습니다. 그들은 TV 드라마의 렌탕 (Rentang)을 촬영하여 신사 렌탕 (Shi Rentang)의 역사적 이야기를 전했습니다. 우주 수안의 건물 전체는 여전히 이전 모양을 유지하고 있습니다. 내부는 매우 넓습니다. 모든 투어는 약 1-2 시간 TIPS 티켓입니다 : 성인 3000 원; 어린이 1000 원 강원도 강릉시 리구 도로 3139 도로 24 (죽헌동) 서울에서 버스를 타고 강릉 버스 터미널까지 200,203,204,205 버스를 타고 우주수안에서 내릴 수 있습니다."
오죽헌,22,평가없음,2019년1월3일,乌竹轩是一个非常有故事的地方，老版的5000韩币背面是乌竹轩的整体建筑，而现在正在流通5000元韩币上人物&ldquo;栗谷李珥&rdquo;的出生地也在乌竹轩。【旅行小贴士】1、乌竹轩整体建筑以木质结构为主，格调淡雅，建筑的造型别有特色。整个建筑的占地面积比较大，走走停停差不多要将近一小时才能完全逛完。2、从乌竹轩出来不远处就是大海，而滨海栈道是一个非常适合散步的地方。,"Wuzhuxuan은 매우 이야기가있는 곳으로, 5,000 원의 오래된 버전은 Wuzhuxuan의 전체 건물이며, 현재 5,000 원의 인물 인 Ligu Li Yi의 출생지는 Wuzhuxuan에 있습니다. [여행 팁을]1. Wuzhuxuan의 전체 건물은 주로 나무 구조로되어 있으며 스타일은 우아하며 건물의 모양은 독특합니다. 전체 건물의 면적은 비교적 넓으며, 완성하려면 거의 1 시간이 걸립니다. 2, Wuzhuxuan에서 멀지 않은 바다이며, 해안 도로는 걷기에 매우 적합한 장소입니다."
오죽헌,22,평가없음,2016년7월3일,乌竹轩因屋边遍布深色的竹子而得名，这里是申师任堂(1504-1551)生活过的地方以及他的儿子栗谷(朝鲜时代的学者和政治家)出生的地方。该轩建于朝鲜(1392-1910)第11代王中宗(1506-1544在位)时期，属于韩国住宅中历史最悠久的木制房屋。,Wuzhuxuan은 집안의 어두운 대나무로 유명합니다. Shen Shi Rentang (1504-1551)이 살았던 곳과 그의 아들 Kuritani (조선 학자와 정치인)가 태어난 곳입니다. 이 법원은 북한 (1392-1910) 11 대 왕중종 (1506-1544) 시대에 지어졌으며 한국 주택에서 가장 오래된 목조 주택입니다.
오죽헌,22,평가없음,2016년7월2일,乌竹轩由此处的黑色竹子而得名，是申师任堂与其第三子栗谷李珥出生与成长之处尤其自从这里成为电视剧《师任堂，the Herstory》的外景拍摄地后，备受关注。乌竹轩也是韩国第165号宝物,"Wuzhuxuan은 검은 대나무로 명명되었으며 Shen Shi Rentang과 Li Gu Li의 세 번째 자녀가 태어나고 성장한 곳입니다. 특히 TV 시리즈 ""Herstory""의 위치로 인해 많은 관심을 받았습니다. Wuzhuxuan은 또한 한국에서 165 번째 보물입니다."
모래시계 공원,1,4,2020년5월8일,好像这里也是韩国乃至亚洲最大的一处沙漏，公园也是因此得名，沙漏公园可以看到很多的小玩意，整个公园的一些设置的东西也是很值得参观的。,"한국은 물론 아시아에서도 가장 큰 모래 시계 인 것 같고, 공원의 이름을 따서 명명 한 것 같습니다. 모래 시계 공원에는 많은 도구가 있으며 공원 전체의 일부 설정도 방문 할 가치가 있습니다."
모래시계 공원,1,5,2020년2월1일,"由正东津站下车,一直前行100米左右就到了沙漏公园,沙漏公园其实就是个海滩公园了，这里有世界上最大的沙漏.它一年只翻转一次，沙子漏完正好一年。海边几景还是美美哒，还有一列火车&mdash;&mdash;它就是正东津时间博物馆。",정동진역에서 하차 후 100m 정도 직진하면 모래 시계 공원이 나옵니다. 모래 시계 공원은 사실 해변 공원입니다. 이곳은 세계에서 가장 큰 모래 시계입니다. 1 년에 한 번만 뒤집히고 정확히 1 년 동안 모래가 새는 곳입니다. 해변 풍경은 여전히 아름답고 기차가 있습니다. 바로 정동진 타임 뮤지엄입니다.
모래시계 공원,1,5,2019년12월25일,江陵是一个很有点名堂的地方，但是这个公园的名字却与江陵的雅名似乎有些不搭调。然而，沙漏公园里的景色，却给每一个游人带来了惊喜。,강릉은 매우 유명한 곳이지만이 공원의 이름은 강릉의 우아한 이름과 일치하지 않는 것 같습니다. 그러나 모래 시계 공원의 풍경은 모든 방문객에게 놀라움을 안겨주었습니다.
모래시계 공원,1,5,2020년8월31일,경포 모래시계 공원날씨 너무 더웠지만 그래도 경치 너무 좋아서 즐겁게 놀다왔음~,경포 모래시계 공원날씨 너무 더웠지만 그래도 경치 너무 좋아서 즐겁게 놀다왔음~
모래시계 공원,1,5,2020년9월7일,경치가 아주 좋고요  주차하기도 편해서 접근하기 좋은ㅇ장소입니다. 주변에 먹거리도  가까이 있어서 좋네요,경치가 아주 좋고요 주차하기도 편해서 접근하기 좋은ㅇ장소입니다. 주변에 먹거리도 가까이 있어서 좋네요
모래시계 공원,1,5,2021년6월8일,물맑고 공기좋은곳!!!바다색 쥑입니당♡♡♡,물맑고 공기좋은곳!!!바다색 쥑입니당♡♡♡
모래시계 공원,1,5,2021년3월20일,바다가 너무 개끗하고 이뻐요~,바다가 너무 개끗하고 이뻐요~
모래시계 공원,2,5,2021년11월11일,좋아요 !! 힐링 지대로 가능해용 ㅋㅋ,좋아요 !! 힐링 지대로 가능해용 ㅋㅋ
모래시계 공원,2,5,2019년12월23일,沙漏公园的景观非常漂亮，广大游客朋友在这里放松心情，玩得非常尽兴，许多鸟类也都把这里当成了自己的&ldquo;欢乐窝&rdquo;，在此寻求自己的生活。,"모래 시계 공원의 풍경은 매우 아름답습니다. 대부분의 관광객과 친구들은 이곳에서 휴식을 취하고 즐거운 시간을 보냅니다. 많은 새들도 이곳을 ""행복한 둥지""라고 여기며 이곳에서 자신의 삶을 찾습니다."
모래시계 공원,2,5,2019년11월6일,小小的公园很有年代感 那个很大的沙漏里面的沙子漏完就是一年过去了 看着当地居民 早上来到公园晒晒太阳还有年代的音乐听听 这样说的生活真好,작은 공원에는 나이 감이 있습니다. 큰 모래 시계의 모래가 새고 1 년이 지났습니다. 지역 주민들이 아침에 공원에 와서 햇볕을 쬐고 시대의 음악을 듣는 모습을 보는 것은 좋은 삶입니다.
모래시계 공원,3,5,2016년9월11일,环境很好!有名的邮轮酒店!夜景很漂亮!跟亲朋好友一起自驾游!!宝贝很喜欢!去的时候有点冷!到八月份天气变暖可以带上泳衣下海游泳!很遗憾去的有点早!可是空气质量指数很高!!,환경이 아주 좋다! 유명한 크루즈 호텔! 야경이 너무 예쁘다! 친척과 친구들과 차로 여행하다! 아기가 좋아한다! 내가 갔을 때 조금 추웠다! 8 월 날씨가 더워지면 수영복을 가져와 바다에서 수영 할 수있다! 안타깝게도 조금 일찍 갔다 하지만 대기 질 지수는 매우 높다 !!
모래시계 공원,3,5,2018년7월2일,这个标志性的沙漏是当年为庆祝千禧年特别建造的，流尽时间需要1年。它的上半部代表未来的时间，正在流动的沙子代表现在，金黄色的圆形代表正东津海面上升起的太阳，沙漏正下方与地平线平行的铁轨，则象征永恒的时间。,"이 상징적 인 모래 시계는 천년을 기념하기 위해 특별히 제작되었으며 시간이 다되는데 1 년이 걸립니다. 윗부분은 미래의 시간을, 흐르는 모래는 현재를, 황금색 원은 정동진 바다 위로 떠오르는 태양을, 모래 시계 바로 아래 수평선과 평행 한 철로는 영원한 시간을 상징한다."
모래시계 공원,3,4,2016년4월26일,因为正东津是当年当红电视剧《沙漏》的取景地，所以在沙滩旁边，有一个拥有世界上规模最大的沙漏装置的&ldquo;沙漏公园&rdquo;。这个标志性的沙漏是当年为庆祝千禧年特别建造的，流尽时间需要1年。它的上半部代表未来的时间，正在流动的沙子代表现在，金黄色的圆形代表正东津海面上升起的太阳，沙漏正下方与地平线平行的铁轨，则象征永恒的时间。每年的1月1日，这里都会举行漏沙回转仪式和日出庆典，迎接新一年的到来。公园里有一列特色的七个车厢怀旧蒸汽火车，它是正东津的又一个特别的地方&mdash;&mdash;时间博物馆。第一车厢内是纪念品商店和咖啡厅，第2车厢至第7车厢是与时间有关的博物馆。内部有展现人类为克服时间误差而努力的科学馆，展示漂亮的中世纪钟表的中世馆以及可以参观现代作家作品的现代馆。站在火车上面的展望台上可以将正东津海边以及沙漏公园的风景尽收眼底。,"Zheng Dongjin은 빨간 TV 시리즈 ""Shaloo""의 위치 였기 때문에 해변 옆에 세계에서 가장 큰 모래 시계 장치가있는 ""Shaloo Park""가 있습니다. 이 상징적 인 모래 시계는 밀레니엄을 기념하기 위해 특별히 지어졌으며 1 년이 걸립니다. 상반부는 미래의 시간을 나타내고 흐르는 모래는 현재를 나타내고 황금빛 원형은 동쪽의 진해에서 떠오르는 태양을 나타내며 모래 표지판 아래의 지평선과 평행한 철도 트랙은 영원한 시간을 상징합니다. 매년 1 월 1 일에는 새해를 맞이하기 위해 모래 탈출 의식과 일출 축하 행사가 열립니다. 공원에는 정동진 (Zhengdongjin)의 또 다른 특별한 장소 박물관 인 향수를 불러 일으키는 7 대의 향수를 불러 일으키는 스팀 열차가 있습니다. 첫 번째 차는 기념품 가게와 카페이며, 두 번째 차에서 7 번째 차는 시간과 관련된 박물관입니다. 인간이 시간 오차를 극복하기 위해 열심히 노력한 과학 박물관, 아름다운 중세 시계를 전시하는 중세 박물관 및 현대 작가의 작품을 방문 할 수있는 현대 박물관이 있습니다. 기차의 전망대에 서서 정동진 해변과 모래 시계 공원의 경치를 볼 수 있습니다."
모래시계 공원,3,5,2017년3월16일,也是从韩剧中了解的这个景点，据说跨年的时候，韩多韩国本地人都会坐火车来这里跨年，迎接新的一年，不是节日过来的，感觉这里比较冷清些，没什么游客。,한국 드라마에서 배운 매력이기도합니다. 새해를 맞이하기 위해 한국의 현지인이 열차를 타고 새해를 맞이할 것이라고합니다. 축제가 아닌 곳입니다. 황량하고 관광객이 없다고 느낍니다.
모래시계 공원,3,4,2017년1월11일,跨年的时候，这里会比较热闹，韩国各地的人都会来到这里跨年。沙漏公园面对大海，从帆船酒店下山后，步行15分钟就可以来到这里。公园是免费的，不需要门票，沙漏公园的沙漏流尽的时间刚刚好设置为一年，这样来年就又是一个全新的开始了。,"새해에는 더 활기차고 한국 전역의 사람들이 새해를 맞이합니다. 모래 사장 공원은 바다를 마주보고 있으며, 세일링 호텔에서 산을 내려간 후 도보로 15 분 거리에 있습니다. 공원은 무료이며 티켓이 필요하지 않습니다. 모래 시계 공원의 모래 시계는 1 년으로 설정되어 내년에 새로운 시작이 될 것입니다."
모래시계 공원,4,5,2016년11월5일,穿过沙滩就到了沙漏公园，去寻找攻略里那家百年江陵嫩豆腐。不过走在海边还是被海岸的美景给吸引了，特别是那儿有几块礁石，是成相的好地方，于是纷纷到海边拍照，等到沙漏公园又是一阵狂拍哈。,해변을지나 모래 시계 공원으로 가서 해적의 100 년 된 Jiangling 부드러운 두부를 찾으십시오. 그러나 해변을 걷는 것은 여전히 해안의 아름다움에 매료되어 있습니다. 특히 여러 암초가있어 사진을 찍을 수있는 좋은 장소입니다. 그래서 모래 시계 공원이 또 다른 광기 일 때까지 해변에갔습니다.
